Start_Time,End_Time,Facility_Code,Participant_Code,Status,Reason,Outage_MW,Recovery_Time_Minutes,Description
28/12/2017 06:00:00,28/12/2017 10:00:00,DNHR_DENMARK_WF1,DNHR,Approved,Consequential,1.44,0,a network outage in Denmark caused the windfarm to trip at 6:26 am
26/12/2017 09:00:00,26/12/2017 12:00:00,COLLGAR_WF1,COLLGAR,Approved,Forced,30,,Forced Outage - BS on Overhead line pole S-81 - CG10/11
31/12/2017 09:00:00,31/12/2017 09:00:00,AURICON_PNJ_U1,AURICON,Approved,Forced,5.703,0,Under generation - ambient conditions
31/12/2017 08:30:00,31/12/2017 08:30:00,AURICON_PNJ_U1,AURICON,Approved,Forced,5.085,0,Under generation - ambient conditions
31/12/2017 08:00:00,31/12/2017 08:00:00,AURICON_PNJ_U1,AURICON,Approved,Forced,5.02,0,Under generation - ambient conditions
30/12/2017 23:30:00,30/12/2017 23:30:00,AURICON_PNJ_U1,AURICON,Approved,Forced,5.79,0,Under generation - ambient conditions
30/12/2017 23:00:00,30/12/2017 23:00:00,AURICON_PNJ_U1,AURICON,Approved,Forced,5.412,0,Under generation - ambient conditions
30/12/2017 22:30:00,30/12/2017 22:30:00,AURICON_PNJ_U1,AURICON,Approved,Forced,4.735,0,Under generation - ambient conditions
29/12/2017 23:30:00,29/12/2017 23:30:00,AURICON_PNJ_U1,AURICON,Approved,Forced,4.245,0,Under generation - ambient conditions
29/12/2017 23:00:00,29/12/2017 23:00:00,AURICON_PNJ_U1,AURICON,Approved,Forced,3.962,0,Under generation - ambient conditions
29/12/2017 22:30:00,29/12/2017 22:30:00,AURICON_PNJ_U1,AURICON,Approved,Forced,4.036,0,Under generation - ambient conditions
28/12/2017 05:00:00,28/12/2017 05:00:00,AURICON_PNJ_U1,AURICON,Approved,Forced,4.472,0,Under generation - ambient conditions
28/12/2017 04:30:00,28/12/2017 04:30:00,AURICON_PNJ_U1,AURICON,Approved,Forced,4.112,0,Under generation - ambient conditions
27/12/2017 05:30:00,27/12/2017 05:30:00,AURICON_PNJ_U1,AURICON,Approved,Forced,4.088,0,Under generation - ambient conditions
27/12/2017 05:00:00,27/12/2017 05:00:00,AURICON_PNJ_U1,AURICON,Approved,Forced,3.414,0,Under generation - ambient conditions
27/12/2017 04:30:00,27/12/2017 04:30:00,AURICON_PNJ_U1,AURICON,Approved,Forced,3.594,0,Under generation - ambient conditions
30/12/2017 18:30:00,30/12/2017 18:30:00,MELK_G7,MELK,Approved,Forced,4,0,Boiler feedpump capacity
30/12/2017 17:30:00,30/12/2017 18:30:00,MELK_G7,MELK,Approved,Forced,4.721,0,Rotary Air Heater seals
30/12/2017 19:30:00,1/01/2018 19:00:00,MELK_G7,MELK,Approved,Forced,28.977,12,High silica restriction
30/12/2017 13:00:00,30/12/2017 14:00:00,MELK_G7,MELK,Approved,Forced,47.108,12,Turbine governor valve fault
29/12/2017 21:30:00,30/12/2017 11:30:00,MELK_G7,MELK,Approved,Forced,39.108,12,High silica restriction
20/12/2017 17:00:00,7/01/2018 21:30:00,AURICON_PNJ_U1,AURICON,Approved,Forced,1,,Reduced generation capability
30/12/2017 16:00:00,30/12/2017 16:00:00,TIWEST_COG1,TRMOS,Approved,Forced,12.64,,Deviation from resource plan
27/12/2017 17:00:00,27/12/2017 17:00:00,TIWEST_COG1,TRMOS,Approved,Forced,21.29,,Deviation from resource plan
25/12/2017 17:00:00,25/12/2017 17:00:00,TIWEST_COG1,TRMOS,Approved,Forced,21.93,,Deviation from resource plan
25/12/2017 16:30:00,25/12/2017 16:30:00,TIWEST_COG1,TRMOS,Approved,Forced,25.22,,Deviation from resource plan
25/12/2017 17:30:00,25/12/2017 17:30:00,TIWEST_COG1,TRMOS,Cancelled By Market Participant,Forced,20.92,0,Deviation from resource plan
25/12/2017 16:30:00,25/12/2017 16:30:00,TIWEST_COG1,TRMOS,Cancelled By Market Participant,Forced,22.94,0,Deviation from resource plan
30/12/2017 09:00:00,3/01/2018 10:30:00,WEST_KALGOORLIE_GT2,WGUTD,Approved,Forced,38.827,,Forced outage due to master protective start up lockout alarm
31/12/2017 10:30:00,2/01/2018 11:00:00,KORL_GT3,KORL,Approved,Forced,103.2,0,Forced outage due to a high vibration alert on power turbine
31/12/2017 10:00:00,31/12/2017 10:00:00,KORL_GT3,KORL,Approved,Forced,92.88,,Forced outage due to a high vibration alert on power turbine
31/12/2017 18:00:00,8/01/2018 11:00:00,COLLGAR_WF1,COLLGAR,Approved,Forced,253.288,,Steam turbine rebuild and cold commissioning
28/12/2017 14:00:00,28/12/2017 14:00:00,WEST_KALGOORLIE_GT2,WGUTD,Approved,Forced,32.356,0,Forced outage due to master protective lockout
28/12/2017 13:30:00,28/12/2017 13:30:00,WEST_KALGOORLIE_GT2,WGUTD,Approved,Forced,19.4,,Forced outage due to master protective lockout
28/12/2017 00:00:00,28/12/2017 00:00:00,PJRH_GT11,PJRH,Approved,Forced,43.3,0,Forced outage due to a faulty fire damper limit switch
28/12/2017 11:00:00,28/12/2017 11:00:00,PJRH_GT11,PJRH,Approved,Forced,26,0,Forced outage due to a faulty fire damper limit switch
28/12/2017 00:30:00,28/12/2017 10:30:00,PJRH_GT11,PJRH,Approved,Forced,130,0,Forced outage due to a faulty fire damper limit switch
28/12/2017 00:00:00,28/12/2017 00:00:00,PJRH_GT11,PJRH,Cancelled By Market Participant,Forced,43.3,0,Forced outage due to a faulty fire damper limit switch
21/12/2017 15:30:00,21/12/2017 15:30:00,TIWEST_COG1,TRMOS,Approved,Forced,18.44,,Deviation from resource plan
18/12/2017 20:00:00,18/12/2017 20:00:00,TIWEST_COG1,TRMOS,Approved,Forced,14.8,,Deviation from resource plan
18/12/2017 17:30:00,18/12/2017 17:30:00,TIWEST_COG1,TRMOS,Approved,Forced,20.92,,Deviation from resource plan
18/12/2017 16:30:00,18/12/2017 16:30:00,TIWEST_COG1,TRMOS,Approved,Forced,22.94,,Deviation from resource plan
29/12/2017 15:30:00,29/12/2017 17:30:00,MELK_G7,MELK,Approved,Opportunistic Maintenance (Planned),120,1,Reduced Load
29/12/2017 12:00:00,29/12/2017 12:00:00,AUXC_WGP,AUXC,Approved,Forced,12.87,,Refinery Issues - Steam/Power Imbalance
22/12/2017 20:00:00,23/12/2017 01:30:00,STHRNCRS_EG,STHRNCRS,Approved,Forced,23,,"KNS GT Tripped on vibration alarm, 4 hour lock out."
22/12/2017 13:00:00,22/12/2017 13:00:00,AURICON_PNJ_U1,AURICON,Approved,Forced,34.411,0,Output reduced due to ambient conditions
22/12/2017 12:30:00,22/12/2017 12:30:00,AURICON_PNJ_U1,AURICON,Approved,Forced,36.676,0,Output reduced due to ambient conditions
21/12/2017 09:30:00,21/12/2017 09:30:00,AURICON_PNJ_U1,AURICON,Approved,Forced,19.051,0,Unit slow to ramp up
21/12/2017 09:00:00,21/12/2017 09:00:00,AURICON_PNJ_U1,AURICON,Approved,Forced,63.218,0,Unit slow to ramp up
21/12/2017 08:00:00,21/12/2017 08:00:00,AURICON_PNJ_U1,AURICON,Approved,Forced,119.31,0,Unit slow to ramp up
21/12/2017 07:30:00,21/12/2017 07:30:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip
21/12/2017 07:00:00,21/12/2017 07:00:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip
21/12/2017 06:30:00,21/12/2017 06:30:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip
21/12/2017 06:00:00,21/12/2017 06:00:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip
21/12/2017 05:30:00,21/12/2017 05:30:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip
21/12/2017 05:00:00,21/12/2017 05:00:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip
21/12/2017 04:30:00,21/12/2017 04:30:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip
21/12/2017 04:00:00,21/12/2017 04:00:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip
21/12/2017 03:30:00,21/12/2017 03:30:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip
21/12/2017 03:00:00,21/12/2017 03:00:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip
21/12/2017 02:30:00,21/12/2017 02:30:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip
21/12/2017 02:00:00,21/12/2017 02:00:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip
21/12/2017 01:30:00,21/12/2017 01:30:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip
21/12/2017 01:00:00,21/12/2017 01:00:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip
21/12/2017 00:30:00,21/12/2017 00:30:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip
21/12/2017 00:00:00,21/12/2017 00:00:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip
20/12/2017 23:30:00,20/12/2017 23:30:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip
20/12/2017 23:00:00,20/12/2017 23:00:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip
20/12/2017 22:30:00,20/12/2017 22:30:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip
20/12/2017 22:00:00,20/12/2017 22:00:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip
20/12/2017 21:30:00,20/12/2017 21:30:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip
20/12/2017 21:00:00,20/12/2017 21:00:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip
20/12/2017 20:30:00,20/12/2017 20:30:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip
20/12/2017 20:00:00,20/12/2017 20:00:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip
20/12/2017 19:30:00,20/12/2017 19:30:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip
20/12/2017 19:00:00,20/12/2017 19:00:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip
20/12/2017 18:30:00,20/12/2017 18:30:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip
20/12/2017 18:00:00,20/12/2017 18:00:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip
20/12/2017 17:30:00,20/12/2017 17:30:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip
20/12/2017 17:00:00,20/12/2017 17:00:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip
20/12/2017 16:30:00,20/12/2017 16:30:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip
20/12/2017 16:00:00,20/12/2017 16:00:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip
20/12/2017 15:30:00,20/12/2017 15:30:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip
20/12/2017 15:00:00,20/12/2017 15:00:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip
20/12/2017 14:30:00,20/12/2017 14:30:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip
20/12/2017 14:00:00,20/12/2017 14:00:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip
20/12/2017 13:30:00,20/12/2017 13:30:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip
20/12/2017 13:00:00,20/12/2017 13:00:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip
20/12/2017 12:30:00,20/12/2017 12:30:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip
20/12/2017 12:00:00,20/12/2017 12:00:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip
20/12/2017 11:30:00,20/12/2017 11:30:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip
20/12/2017 11:00:00,20/12/2017 11:00:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Full unit trip
20/12/2017 10:30:00,20/12/2017 10:30:00,AURICON_PNJ_U1,AURICON,Approved,Forced,27.866,0,Full unit trip
26/12/2017 06:00:00,26/12/2017 06:00:00,AURICON_PNJ_U1,AURICON,Approved,Forced,4.628,0,Output reduced due to ambient conditions
26/12/2017 05:30:00,26/12/2017 05:30:00,AURICON_PNJ_U1,AURICON,Approved,Forced,3.405,0,Output reduced due to ambient conditions
26/12/2017 05:00:00,26/12/2017 05:00:00,AURICON_PNJ_U1,AURICON,Approved,Forced,2.771,0,Output reduced due to ambient conditions
26/12/2017 04:30:00,26/12/2017 04:30:00,AURICON_PNJ_U1,AURICON,Approved,Forced,2.504,0,Output reduced due to ambient conditions
25/12/2017 18:30:00,25/12/2017 18:30:00,AURICON_PNJ_U1,AURICON,Approved,Forced,4.459,0,Output reduced due to ambient conditions
25/12/2017 18:00:00,25/12/2017 18:00:00,AURICON_PNJ_U1,AURICON,Approved,Forced,4.763,0,Output reduced due to ambient conditions
25/12/2017 17:30:00,25/12/2017 17:30:00,AURICON_PNJ_U1,AURICON,Approved,Forced,5.444,0,Output reduced due to ambient conditions
25/12/2017 17:00:00,25/12/2017 17:00:00,AURICON_PNJ_U1,AURICON,Approved,Forced,5.763,0,Output reduced due to ambient conditions
25/12/2017 16:30:00,25/12/2017 16:30:00,AURICON_PNJ_U1,AURICON,Approved,Forced,6.539,0,Output reduced due to ambient conditions
25/12/2017 03:00:00,25/12/2017 03:00:00,AURICON_PNJ_U1,AURICON,Approved,Forced,2.842,0,Output reduced due to ambient conditions
23/12/2017 21:30:00,23/12/2017 21:30:00,AURICON_PNJ_U1,AURICON,Approved,Forced,3.84,0,Output reduced due to ambient conditions
23/12/2017 21:00:00,23/12/2017 21:00:00,AURICON_PNJ_U1,AURICON,Approved,Forced,3.586,0,Output reduced due to ambient conditions
23/12/2017 20:30:00,23/12/2017 20:30:00,AURICON_PNJ_U1,AURICON,Approved,Forced,4.137,0,Output reduced due to ambient conditions
23/12/2017 20:00:00,23/12/2017 20:00:00,AURICON_PNJ_U1,AURICON,Approved,Forced,4.696,0,Output reduced due to ambient conditions
21/12/2017 11:00:00,21/12/2017 11:00:00,AURICON_PNJ_U1,AURICON,Approved,Forced,12.358,0,Output reduced due to ambient conditions
21/12/2017 10:30:00,21/12/2017 10:30:00,AURICON_PNJ_U1,AURICON,Approved,Forced,20.639,0,Output reduced due to ambient conditions
21/12/2017 09:30:00,21/12/2017 09:30:00,AURICON_PNJ_U1,AURICON,Approved,Forced,13.241,0,Output reduced due to ambient conditions
21/12/2017 09:00:00,21/12/2017 09:00:00,AURICON_PNJ_U1,AURICON,Approved,Forced,12.68,0,Output reduced due to ambient conditions
21/12/2017 08:30:00,21/12/2017 08:30:00,AURICON_PNJ_U1,AURICON,Approved,Forced,10.234,0,Output reduced due to ambient conditions
20/12/2017 18:30:00,20/12/2017 18:30:00,AURICON_PNJ_U1,AURICON,Approved,Forced,7.698,0,Output reduced due to ambient conditions
25/12/2017 11:30:00,25/12/2017 11:30:00,AUXC_WGP,AUXC,Approved,Forced,13.74,,Plant steam imbalance
25/12/2017 11:00:00,25/12/2017 11:00:00,AUXC_WGP,AUXC,Approved,Forced,17.26,,Plant steam imbalance
25/12/2017 10:30:00,25/12/2017 10:30:00,AUXC_WGP,AUXC,Approved,Forced,14.01,,Steam plant imbalance.
18/12/2017 16:00:00,18/12/2017 16:00:00,AURICON_PNJ_U1,AURICON,Approved,Forced,89.1,,Wind farm tripped
14/12/2017 10:30:00,14/12/2017 10:30:00,AURICON_PNJ_U1,AURICON,Approved,Forced,164.4,0,Slow to ramp up
17/12/2017 14:30:00,17/12/2017 14:30:00,AURICON_PNJ_U1,AURICON,Approved,Forced,26.17,0,Slow to ramp up
8/12/2017 15:00:00,8/12/2017 15:30:00,STHRNCRS_EG,STHRNCRS,Approved,Forced,11,,An unplanned load increase (?behind-the-fence?) led to a reduction in available capacity
20/12/2017 18:00:00,20/12/2017 18:00:00,KORL_GT3,KORL,Approved,Forced,68.16,,Partial forced outage due to failed NOx water injection
21/12/2017 09:30:00,21/12/2017 15:00:00,PJRH_GT11,PJRH,Approved,Opportunistic Maintenance (Planned),118.609,0,ODOM to rectify leaking generator jacking oil system
21/12/2017 13:30:00,21/12/2017 15:30:00,PJRH_GT11,PJRH,Approved,Opportunistic Maintenance (Planned),118.609,0,ODOM to test trip settings on generator
18/12/2017 15:00:00,19/12/2017 11:00:00,MELK_G7,MELK,Approved,Forced,18.977,12,High silica restriction
12/12/2017 15:00:00,13/12/2017 09:00:00,MELK_G7,MELK,Approved,Forced,26.108,12,High silica restriction
12/12/2017 10:00:00,12/12/2017 14:30:00,MELK_G7,MELK,Approved,Forced,33.108,12,High silica restriction
11/12/2017 12:30:00,12/12/2017 09:30:00,MELK_G7,MELK,Approved,Forced,41.108,12,High silica restriction
11/12/2017 12:00:00,11/12/2017 12:00:00,MELK_G7,MELK,Approved,Forced,36.108,12,High silica restriction
11/12/2017 11:00:00,11/12/2017 11:30:00,MELK_G7,MELK,Approved,Forced,31.108,12,High silica restriction
11/12/2017 06:30:00,11/12/2017 08:00:00,MELK_G7,MELK,Approved,Forced,31.108,12,RAH high load
9/12/2017 16:30:00,10/12/2017 16:30:00,MELK_G7,MELK,Approved,Forced,126.108,12,ID fan control limitation
16/12/2017 20:30:00,16/12/2017 20:30:00,TIWEST_COG1,TRMOS,Approved,Forced,8.27,,Deviation from resource plan
16/12/2017 18:30:00,16/12/2017 18:30:00,TIWEST_COG1,TRMOS,Approved,Forced,14.37,,Deviation from resource plan
15/12/2017 15:30:00,15/12/2017 15:30:00,TIWEST_COG1,TRMOS,Approved,Forced,8.84,,Deviation from resource plan
12/12/2017 20:30:00,12/12/2017 20:30:00,TIWEST_COG1,TRMOS,Approved,Forced,24.06,,Deviation from resource plan
21/12/2017 07:30:00,21/12/2017 10:30:00,TESLA_PICTON_G1,TSLA_MGT,Approved,Consequential,9.9,0,Enable signal was removed due to switching to rectify faults on Western Power feeder. Site cannot operate without enable signal. Will request conversion to consequential.
7/12/2017 18:00:00,31/12/2017 17:30:00,COLLGAR_WF1,COLLGAR,Approved,Forced,13.288,,Steam Turbine rotor maintenace
11/12/2017 13:30:00,11/12/2017 18:30:00,PMC_AG,PMC,Approved,Consequential,68,0,"APLD operated, separating PRK_AG from the SWIS"
11/12/2017 13:30:00,11/12/2017 18:00:00,STHRNCRS_EG,STHRNCRS,Approved,Consequential,23,0,"APLD operated, separating STHRNCRS_EG from the SWIS"
18/12/2017 17:00:00,18/12/2017 17:00:00,KORL_GT3,KORL,Approved,Forced,48.16,,Forced outage due to failed to synchronise
15/12/2017 11:30:00,17/12/2017 07:30:00,COLLGAR_WF1,COLLGAR,Approved,Forced,10,,Forced Outage - DVAR constraint remained as a result of planned outages on 13 & 14 Dec
14/12/2017 19:30:00,15/12/2017 11:00:00,COLLGAR_WF1,COLLGAR,Approved,Forced,14,,Forced Outage - DVAR constraint remained as a result of planned outages on 13 & 14 Dec
14/12/2017 18:00:00,14/12/2017 19:00:00,COLLGAR_WF1,COLLGAR,Approved,Forced,7,,Forced Outage - DVAR constraint remained as a result of planned outages on 13 & 14 Dec
14/12/2017 17:00:00,14/12/2017 17:30:00,COLLGAR_WF1,COLLGAR,Approved,Forced,31,,Forced Outage - DVAR constraint remained as a result of planned outages on 13 & 14 Dec
17/12/2017 08:00:00,17/12/2017 14:30:00,COLLGAR_WF1,COLLGAR,Approved,Consequential,206,,"Consequential Outage - Anti-islanding issue caused by stormy weather. Collgar constrained ""to maintain security"" (WP DA#17521 & 17522)"
14/12/2017 10:00:00,14/12/2017 15:30:00,COLLGAR_WF1,COLLGAR,Approved,Consequential,154,,"Consequential Outage (MU BTT3 equipment failure resulted in Collgar constraint to ""maintain system security"" (WP DA17505 & contacted via phone by Control Room to advise that the outage from 13/12/17 would resume)"
13/12/2017 16:00:00,13/12/2017 16:30:00,COLLGAR_WF1,COLLGAR,Approved,Consequential,154,,"Consequential Outage (MU BTT3 equipment failure resulted in Collgar constraint to ""maintain system security"" (WP DA17505)"
11/12/2017 13:30:00,11/12/2017 22:30:00,COLLGAR_WF1,COLLGAR,Approved,Consequential,206,,Consequential Outage - 220kV line tripped at 13:57 as a result of lightening (WP DA#17502)
18/12/2017 10:00:00,18/12/2017 10:00:00,KORL_GT3,KORL,Approved,Forced,82.56,0,Forced outage due to communication errors
17/12/2017 18:30:00,18/12/2017 09:30:00,KORL_GT3,KORL,Approved,Forced,103.2,0,Forced outage due to communication errors
17/12/2017 18:00:00,17/12/2017 18:00:00,KORL_GT3,KORL,Approved,Forced,58.48,,Forced outage due to communication errors
18/12/2017 16:30:00,18/12/2017 18:00:00,AURICON_PNJ_U1,AURICON,Approved,Forced,44.1,,Wind farm output limited
18/12/2017 13:30:00,18/12/2017 15:30:00,AURICON_PNJ_U1,AURICON,Approved,Forced,58,,Wind farm tripped
17/12/2017 23:30:00,18/12/2017 12:00:00,TIWEST_COG1,TRMOS,Approved,Forced,42.1,,Islanded on Tronox Instructions due to Serve Weather.
18/12/2017 08:00:00,18/12/2017 09:30:00,MELK_G7,MELK,Approved,Forced,208.977,12,Delayed Unit RTS
17/12/2017 18:00:00,17/12/2017 18:00:00,KORL_GT3,KORL,Approved,Forced,18.72,0,Partial Forced outage due to lose of gas compressor
17/12/2017 10:30:00,17/12/2017 17:30:00,KORL_GT3,KORL,Approved,Forced,43.2,0,Partial Forced outage due to lose of gas compressor
17/12/2017 17:30:00,17/12/2017 18:00:00,TESLA_PICTON_G1,TSLA_MGT,Approved,Consequential,9.9,0,Enable signal was removed due to a Western Power feeder drop out caused by bad weather. Site cannot operate without enable signal. Will request conversion to consequential.
17/12/2017 10:00:00,17/12/2017 10:00:00,KORL_GT3,KORL,Approved,Forced,27.36,,Forced outage due to lose of gas compressor
16/12/2017 04:30:00,17/12/2017 16:00:00,MELK_G7,MELK,Approved,Forced,78.977,12,FD fan control limitation
17/12/2017 08:00:00,18/12/2017 07:30:00,MELK_G7,MELK,Approved,Opportunistic Maintenance (Planned),130,12,FD fan inspection and repairs
17/12/2017 08:00:00,18/12/2017 07:30:00,MELK_G7,MELK,Cancelled By Market Participant,Opportunistic Maintenance (Planned),208.977,12,FD fan inspection and repairs
17/12/2017 08:00:00,19/12/2017 17:00:00,MELK_G7,MELK,Cancelled By Market Participant,Scheduled (Planned),83,12,ID Fan East OOS
3/12/2017 18:00:00,3/12/2017 18:00:00,PMC_AG,PMC,Approved,Forced,83.75,0,Operational issues caused real time forced outage.
3/12/2017 14:00:00,3/12/2017 17:30:00,PMC_AG,PMC,Approved,Forced,84.057,0,Operational issues caused real time forced outage.
3/12/2017 12:00:00,3/12/2017 13:30:00,PMC_AG,PMC,Approved,Forced,83.903,0,Operational issues caused real time forced outage.
2/12/2017 23:30:00,2/12/2017 23:30:00,PMC_AG,PMC,Approved,Forced,187.837,0,Operational issues caused real time forced outage.
2/12/2017 22:00:00,2/12/2017 23:00:00,PMC_AG,PMC,Approved,Forced,252.834,0,Operational issues caused real time forced outage.
2/12/2017 19:00:00,2/12/2017 19:00:00,PMC_AG,PMC,Approved,Forced,227.081,0,Operational issues caused real time forced outage.
2/12/2017 18:30:00,2/12/2017 18:30:00,PMC_AG,PMC,Approved,Forced,274.142,0,Operational issues caused real time forced outage.
2/12/2017 14:00:00,2/12/2017 18:00:00,PMC_AG,PMC,Approved,Forced,334.796,0,Operational issues caused real time forced outage.
8/12/2017 11:00:00,8/12/2017 11:00:00,TIWEST_COG1,TRMOS,Approved,Forced,25.81,,Deviation from resource plan
11/12/2017 11:30:00,11/12/2017 11:30:00,AURICON_PNJ_U1,AURICON,Approved,Forced,33.58,0,Unit did not reach target
11/12/2017 11:00:00,11/12/2017 11:00:00,AURICON_PNJ_U1,AURICON,Approved,Forced,34.082,0,Unit did not reach target
11/12/2017 10:00:00,11/12/2017 10:00:00,AURICON_PNJ_U1,AURICON,Approved,Forced,116.929,0,Unit did not reach target
5/12/2017 16:30:00,5/12/2017 17:00:00,TIWEST_COG1,TRMOS,Approved,Forced,10,,deviation from resource plan
4/12/2017 00:00:00,4/12/2017 00:00:00,TIWEST_COG1,TRMOS,Approved,Forced,16.9,,Deviation from resource plan
10/12/2017 14:00:00,10/12/2017 14:00:00,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,29.4,,TES Report - constrained off MW's.
8/12/2017 17:00:00,9/12/2017 08:30:00,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,68,,TES Report - constrained off MW's.
8/12/2017 16:30:00,8/12/2017 16:30:00,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,67.5,,TES Report - constrained off MW's.
8/12/2017 16:00:00,8/12/2017 16:00:00,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,67.7,,TES Report - constrained off MW's.
8/12/2017 15:30:00,8/12/2017 15:30:00,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,67.2,,TES Report - constrained off MW's.
8/12/2017 15:00:00,8/12/2017 15:00:00,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,67.3,,TES Report - constrained off MW's.
8/12/2017 14:30:00,8/12/2017 14:30:00,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,52,,TES Report - constrained off MW's.
8/12/2017 13:00:00,8/12/2017 13:00:00,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,15.9,,TES Report - constrained off MW's.
5/12/2017 06:00:00,5/12/2017 13:30:00,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,56,,TES Report - constrained off MW's.
5/12/2017 05:30:00,5/12/2017 05:30:00,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,42.6,,TES Report - constrained off MW's.
12/12/2017 11:30:00,12/12/2017 11:30:00,AUXC_WGP,AUXC,Approved,Forced,20.65,,Refinery issues causing steam & power imbalance.
12/12/2017 11:00:00,12/12/2017 11:00:00,AUXC_WGP,AUXC,Approved,Forced,18.59,,Refinery issues causing steam & power imbalance.
15/12/2017 08:00:00,18/12/2017 08:00:00,MELK_G7,MELK,Approved,Scheduled (Planned),211.108,12,Opportune Maintenance 
29/11/2017 11:30:00,29/11/2017 16:30:00,PERTHENERGY_KORL_GT1,PUG,Approved,Opportunistic Maintenance (Planned),116,1,GT2B lube oil system vacuum pump retrofit.
9/12/2017 10:00:00,9/12/2017 10:00:00,AUXC_WGP,AUXC,Approved,Forced,17.59,,Refinery steam and power imbalance.
9/12/2017 09:30:00,9/12/2017 09:30:00,AUXC_WGP,AUXC,Approved,Forced,15.09,,Refinery steam and power imbalance.
4/12/2017 00:30:00,4/12/2017 00:30:00,TIWEST_COG1,TRMOS,Approved,Forced,8.94,,Deviation from resource plan
3/12/2017 22:00:00,3/12/2017 22:00:00,TIWEST_COG1,TRMOS,Approved,Forced,18.22,,Deviation from resource plan
3/12/2017 14:00:00,3/12/2017 14:00:00,TIWEST_COG1,TRMOS,Approved,Forced,14.56,,Deviation from resource plan
30/11/2017 10:30:00,30/11/2017 10:30:00,TIWEST_COG1,TRMOS,Approved,Forced,22.38,,Deviation from resource plan
30/11/2017 10:30:00,30/11/2017 10:30:00,TIWEST_COG1,TRMOS,Cancelled By Market Participant,Forced,42.1,0,Extended commissioning generator rotor balance
30/11/2017 07:00:00,30/11/2017 07:00:00,TIWEST_COG1,TRMOS,Approved,Forced,28.6,,Extended commissioning generator rotor balance
